"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","60","Knitted or crocheted fabrics","A","Annual","A","Annual","USD","US$","2008","","","","14295674"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","USD","US$","2010","","","","9811319"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","USD","US$","2009","","","","7156848"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","USD","US$","2014","","","","13890096"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","USD","US$","2011","","","","10315428"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","USD","US$","2013","","","","14618789"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","USD","US$","2012","","","","17322217"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","USD","US$","2017","","","","9308085"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","USD","US$","2015","","","","9159359"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","USD","US$","2016","","","","20788014"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","USD","US$","2004","","","","2806199"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","USD","US$","2005","","","","3560130"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","USD","US$","2008","","","","10043957"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","USD","US$","2007","","","","4553034"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","USD","US$","2006","","","","2841328"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","USD","US$","2002","","","","1293085"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","61","Articles of apparel and clothing accessories, knitted or crocheted","A","Annual","A","Annual","USD","US$","2003","","","","1039788"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","USD","US$","2006","","","","6130518"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","USD","US$","2007","","","","8533652"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","USD","US$","2009","","","","8129743"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","USD","US$","2008","","","","14265396"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","USD","US$","2005","","","","7923597"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","USD","US$","2003","","","","8289499"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","USD","US$","2002","","","","5974631"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","USD","US$","2004","","","","6876129"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","USD","US$","2012","","","","14157252"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","USD","US$","2014","","","","17341613"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","USD","US$","2015","","","","17762039"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","USD","US$","2016","","","","34051826"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","USD","US$","2017","","","","17792641"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","USD","US$","2013","","","","15792146"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","USD","US$","2010","","","","11400665"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","62","Articles of apparel and clothing accessories, not knitted or crocheted","A","Annual","A","Annual","USD","US$","2011","","","","13223862"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","63","Other made up textile articles; sets; worn clothing and worn textile articles; rags","A","Annual","A","Annual","USD","US$","2010","","","","25605116"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","63","Other made up textile articles; sets; worn clothing and worn textile articles; rags","A","Annual","A","Annual","USD","US$","2009","","","","22920901"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","63","Other made up textile articles; sets; worn clothing and worn textile articles; rags","A","Annual","A","Annual","USD","US$","2011","","","","34892546"
"Bilateral imports by detailed HS codes (2,4,6 digit)","HS_M_0010","Bilateral imports by detailed HS codes (2,4,6 digit)","156","CHN","China","840","USA","United States of America","HS","Harmonized System","63","Other made up textile articles; sets; worn clothing and worn textile articles; rags","A","Annual","A","Annual","USD","US$","2013","","","","42633878"
